Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=500
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=100
EVALUATE_EVERY=100
FILTER_SIZES=1,2,3
2017-03-18T09:56:12.331624: step 74, loss 3.10556, acc 0.108
2017-03-18T09:56:13.790559: step 75, loss 3.00359, acc 0.12
2017-03-18T09:56:15.122441: step 76, loss 2.99151, acc 0.102
2017-03-18T09:56:16.468608: step 77, loss 3.03517, acc 0.114
2017-03-18T09:56:17.899478: step 78, loss 3.1742, acc 0.096
2017-03-18T09:56:19.221849: step 79, loss 2.90814, acc 0.1
2017-03-18T09:56:20.563913: step 80, loss 2.99134, acc 0.102
2017-03-18T09:56:21.862236: step 81, loss 3.01513, acc 0.126
2017-03-18T09:56:23.154097: step 82, loss 2.94421, acc 0.108
2017-03-18T09:56:24.457977: step 83, loss 3.04024, acc 0.106
2017-03-18T09:56:25.748727: step 84, loss 3.07015, acc 0.122
2017-03-18T09:56:27.202099: step 85, loss 2.98584, acc 0.126
2017-03-18T09:56:28.531196: step 86, loss 3.10008, acc 0.106
2017-03-18T09:56:29.880185: step 87, loss 3.04784, acc 0.102
2017-03-18T09:56:31.230642: step 88, loss 2.94895, acc 0.108
2017-03-18T09:56:32.540229: step 89, loss 3.08078, acc 0.08
2017-03-18T09:56:33.854189: step 90, loss 2.88046, acc 0.112
2017-03-18T09:56:35.187683: step 91, loss 3.08068, acc 0.088
2017-03-18T09:56:36.515811: step 92, loss 2.93261, acc 0.116
2017-03-18T09:56:37.812103: step 93, loss 2.84418, acc 0.122
2017-03-18T09:56:39.086006: step 94, loss 2.98885, acc 0.14
2017-03-18T09:56:40.399419: step 95, loss 2.90373, acc 0.114
2017-03-18T09:56:41.705040: step 96, loss 3.04784, acc 0.1
2017-03-18T09:56:43.014313: step 97, loss 2.98379, acc 0.126
2017-03-18T09:56:44.326047: step 98, loss 2.9431, acc 0.1
2017-03-18T09:56:45.647853: step 99, loss 3.07965, acc 0.11
2017-03-18T09:56:46.933078: step 100, loss 2.99567, acc 0.086
2017-03-18T09:56:59.727125: step 100, loss 2.31744, acc 0.176962
2017-03-18T09:57:01.087132: step 101, loss 3.02338, acc 0.09
2017-03-18T09:57:02.418902: step 102, loss 2.9413, acc 0.126
2017-03-18T09:57:03.732556: step 103, loss 3.01461, acc 0.108
2017-03-18T09:57:05.029948: step 104, loss 2.96215, acc 0.112
2017-03-18T09:57:06.309710: step 105, loss 2.91786, acc 0.12
2017-03-18T09:57:07.635315: step 106, loss 3.07935, acc 0.094
2017-03-18T09:57:08.915709: step 107, loss 2.90803, acc 0.132
2017-03-18T09:57:10.235058: step 108, loss 2.97109, acc 0.11
2017-03-18T09:57:11.547277: step 109, loss 3.11433, acc 0.112
2017-03-18T09:57:12.864545: step 110, loss 2.93973, acc 0.114
2017-03-18T09:57:14.172858: step 111, loss 2.89323, acc 0.124
2017-03-18T09:57:15.472754: step 112, loss 2.92208, acc 0.112
2017-03-18T09:57:16.777679: step 113, loss 3.01435, acc 0.114
2017-03-18T09:57:18.132410: step 114, loss 2.94761, acc 0.108
2017-03-18T09:57:19.407648: step 115, loss 2.90355, acc 0.11
2017-03-18T09:57:20.705507: step 116, loss 2.95933, acc 0.106
2017-03-18T09:57:22.023063: step 117, loss 3.0127, acc 0.086
2017-03-18T09:57:23.346080: step 118, loss 2.91707, acc 0.12
2017-03-18T09:57:24.621650: step 119, loss 2.89956, acc 0.146
2017-03-18T09:57:25.926714: step 120, loss 2.89623, acc 0.126
2017-03-18T09:57:27.256904: step 121, loss 2.8955, acc 0.11
2017-03-18T09:57:28.580886: step 122, loss 2.83786, acc 0.138
2017-03-18T09:57:29.866221: step 123, loss 2.84986, acc 0.134
2017-03-18T09:57:31.156334: step 124, loss 3.01484, acc 0.118
2017-03-18T09:57:32.470025: step 125, loss 2.96351, acc 0.106
2017-03-18T09:57:33.752362: step 126, loss 2.93425, acc 0.134
2017-03-18T09:57:35.021484: step 127, loss 2.82977, acc 0.116
2017-03-18T09:57:36.299627: step 128, loss 2.86743, acc 0.136
2017-03-18T09:57:37.572655: step 129, loss 2.90708, acc 0.118
2017-03-18T09:57:38.862142: step 130, loss 2.91837, acc 0.104
2017-03-18T09:57:40.153709: step 131, loss 2.83993, acc 0.14
2017-03-18T09:57:41.448831: step 132, loss 2.85062, acc 0.134
2017-03-18T09:57:42.735055: step 133, loss 2.90947, acc 0.122
2017-03-18T09:57:44.023829: step 134, loss 2.92005, acc 0.114
2017-03-18T09:57:45.308232: step 135, loss 2.91152, acc 0.108
2017-03-18T09:57:46.532651: step 136, loss 2.82463, acc 0.143478
2017-03-18T09:57:47.900750: step 137, loss 2.85215, acc 0.134
2017-03-18T09:57:49.213522: step 138, loss 2.9477, acc 0.136
2017-03-18T09:57:50.491672: step 139, loss 2.93505, acc 0.114
2017-03-18T09:57:51.776298: step 140, loss 2.84668, acc 0.142
2017-03-18T09:57:53.061055: step 141, loss 2.74257, acc 0.128
2017-03-18T09:57:54.345181: step 142, loss 2.8829, acc 0.106
2017-03-18T09:57:55.635074: step 143, loss 2.81189, acc 0.144
2017-03-18T09:57:57.062931: step 144, loss 2.88919, acc 0.134
2017-03-18T09:57:58.503631: step 145, loss 2.89367, acc 0.116
2017-03-18T09:57:59.875683: step 146, loss 2.9692, acc 0.112
2017-03-18T09:58:01.201395: step 147, loss 2.92144, acc 0.116
2017-03-18T09:58:02.486793: step 148, loss 2.83592, acc 0.154
2017-03-18T09:58:03.773266: step 149, loss 2.73965, acc 0.148
2017-03-18T09:58:05.045098: step 150, loss 2.85596, acc 0.122
2017-03-18T09:58:06.338677: step 151, loss 2.80037, acc 0.132
2017-03-18T09:58:07.682374: step 152, loss 2.83891, acc 0.132
2017-03-18T09:58:08.977826: step 153, loss 2.78086, acc 0.128
2017-03-18T09:58:10.263309: step 154, loss 2.87467, acc 0.124
2017-03-18T09:58:11.587205: step 155, loss 2.86436, acc 0.122
2017-03-18T09:58:12.933195: step 156, loss 2.82832, acc 0.136
2017-03-18T09:58:14.241515: step 157, loss 2.8248, acc 0.168
2017-03-18T09:58:15.559052: step 158, loss 2.75555, acc 0.154
2017-03-18T09:58:16.877120: step 159, loss 2.77633, acc 0.176
2017-03-18T09:58:18.210397: step 160, loss 2.85264, acc 0.14
2017-03-18T09:58:19.542289: step 161, loss 2.851, acc 0.132
2017-03-18T09:58:20.836248: step 162, loss 2.77086, acc 0.124
2017-03-18T09:58:22.193980: step 163, loss 2.85395, acc 0.138
2017-03-18T09:58:23.539122: step 164, loss 2.77941, acc 0.128
2017-03-18T09:58:24.845771: step 165, loss 2.91587, acc 0.112
2017-03-18T09:58:26.177639: step 166, loss 2.85946, acc 0.144
2017-03-18T09:58:27.455744: step 167, loss 2.76638, acc 0.146
2017-03-18T09:58:29.839107: step 168, loss 2.90896, acc 0.126
2017-03-18T09:58:31.157592: step 169, loss 2.72972, acc 0.162
2017-03-18T09:58:32.474427: step 170, loss 2.84784, acc 0.124
2017-03-18T09:58:33.810276: step 171, loss 2.89745, acc 0.128
2017-03-18T09:58:35.139185: step 172, loss 2.77444, acc 0.134
2017-03-18T09:58:36.441593: step 173, loss 2.86369, acc 0.128
2017-03-18T09:58:37.716708: step 174, loss 2.77922, acc 0.152
2017-03-18T09:58:39.008282: step 175, loss 2.84341, acc 0.16
2017-03-18T09:58:40.322470: step 176, loss 2.84363, acc 0.124
2017-03-18T09:58:41.615008: step 177, loss 2.86781, acc 0.122
2017-03-18T09:58:42.916145: step 178, loss 2.86902, acc 0.138
2017-03-18T09:58:44.221682: step 179, loss 2.78556, acc 0.142
2017-03-18T09:58:45.530755: step 180, loss 2.85925, acc 0.132
2017-03-18T09:58:46.838362: step 181, loss 2.83207, acc 0.158
2017-03-18T09:58:48.101474: step 182, loss 2.83235, acc 0.112
2017-03-18T09:58:49.454388: step 183, loss 2.75119, acc 0.16
2017-03-18T09:58:50.730414: step 184, loss 2.85511, acc 0.138
2017-03-18T09:58:52.054250: step 185, loss 2.6958, acc 0.15
2017-03-18T09:58:53.358224: step 186, loss 2.67161, acc 0.154
2017-03-18T09:58:54.669290: step 187, loss 2.8121, acc 0.126
2017-03-18T09:58:55.987415: step 188, loss 2.9084, acc 0.11
2017-03-18T09:58:57.310458: step 189, loss 2.77805, acc 0.144
2017-03-18T09:58:58.623181: step 190, loss 2.8505, acc 0.134
2017-03-18T09:58:59.910798: step 191, loss 2.74145, acc 0.142
2017-03-18T09:59:01.253584: step 192, loss 2.73816, acc 0.134
2017-03-18T09:59:02.552965: step 193, loss 2.80827, acc 0.126
2017-03-18T09:59:03.867948: step 194, loss 2.87501, acc 0.152
2017-03-18T09:59:05.206392: step 195, loss 2.7471, acc 0.154
2017-03-18T09:59:06.546510: step 196, loss 2.73482, acc 0.17
2017-03-18T09:59:07.843385: step 197, loss 2.83169, acc 0.148
2017-03-18T09:59:09.111603: step 198, loss 2.74136, acc 0.156
2017-03-18T09:59:10.392309: step 199, loss 2.64107, acc 0.15
2017-03-18T09:59:11.738729: step 200, loss 2.83752, acc 0.136
2017-03-18T09:59:19.099962: step 200, loss 2.14514, acc 0.296976
2017-03-18T09:59:20.428761: step 201, loss 2.77802, acc 0.148
2017-03-18T09:59:21.746996: step 202, loss 2.68955, acc 0.168
2017-03-18T09:59:23.032164: step 203, loss 2.73662, acc 0.128
2017-03-18T09:59:24.370254: step 204, loss 2.67702, acc 0.172
2017-03-18T09:59:26.083205: step 205, loss 2.75428, acc 0.144
2017-03-18T09:59:27.403335: step 206, loss 2.74663, acc 0.138
2017-03-18T09:59:28.763036: step 207, loss 2.69622, acc 0.164
2017-03-18T09:59:30.030544: step 208, loss 2.71039, acc 0.146
2017-03-18T09:59:31.329493: step 209, loss 2.75389, acc 0.138
2017-03-18T09:59:32.594240: step 210, loss 2.75958, acc 0.152
2017-03-18T09:59:33.882075: step 211, loss 2.81823, acc 0.148
2017-03-18T09:59:35.181198: step 212, loss 2.72002, acc 0.158
2017-03-18T09:59:36.475800: step 213, loss 2.75182, acc 0.134
2017-03-18T09:59:37.752218: step 214, loss 2.77994, acc 0.152
2017-03-18T09:59:39.029042: step 215, loss 2.76332, acc 0.128
2017-03-18T09:59:40.343322: step 216, loss 2.63032, acc 0.164
2017-03-18T09:59:41.650236: step 217, loss 2.68231, acc 0.158
2017-03-18T09:59:42.976918: step 218, loss 2.70768, acc 0.152
2017-03-18T09:59:44.208515: step 219, loss 2.74469, acc 0.156
2017-03-18T09:59:45.524148: step 220, loss 2.72947, acc 0.166
2017-03-18T09:59:46.841017: step 221, loss 2.82341, acc 0.144
2017-03-18T09:59:48.083981: step 222, loss 2.63778, acc 0.186
2017-03-18T09:59:49.374203: step 223, loss 2.81249, acc 0.162
2017-03-18T09:59:50.677531: step 224, loss 2.68856, acc 0.158
2017-03-18T09:59:51.957772: step 225, loss 2.70621, acc 0.152
2017-03-18T09:59:53.276787: step 226, loss 2.6274, acc 0.188
2017-03-18T09:59:54.563452: step 227, loss 2.67847, acc 0.162
2017-03-18T09:59:55.830913: step 228, loss 2.74445, acc 0.168
2017-03-18T09:59:57.136296: step 229, loss 2.68399, acc 0.162
2017-03-18T09:59:58.514711: step 230, loss 2.6679, acc 0.162
2017-03-18T09:59:59.833088: step 231, loss 2.76431, acc 0.138
2017-03-18T10:00:01.389162: step 232, loss 2.74351, acc 0.15
2017-03-18T10:00:02.713258: step 233, loss 2.77015, acc 0.154
2017-03-18T10:00:04.034012: step 234, loss 2.71565, acc 0.16
2017-03-18T10:00:05.275601: step 235, loss 2.69148, acc 0.174
2017-03-18T10:00:06.589139: step 236, loss 2.72719, acc 0.154
2017-03-18T10:00:07.913984: step 237, loss 2.62811, acc 0.176
2017-03-18T10:00:09.192293: step 238, loss 2.63226, acc 0.184
2017-03-18T10:00:10.463451: step 239, loss 2.70241, acc 0.14
2017-03-18T10:00:11.726969: step 240, loss 2.74566, acc 0.132
2017-03-18T10:00:13.012353: step 241, loss 2.7796, acc 0.126
2017-03-18T10:00:14.317086: step 242, loss 2.70423, acc 0.148
2017-03-18T10:00:15.664376: step 243, loss 2.79957, acc 0.16
2017-03-18T10:00:16.993593: step 244, loss 2.67685, acc 0.16
2017-03-18T10:00:18.276031: step 245, loss 2.61493, acc 0.172
2017-03-18T10:00:19.570841: step 246, loss 2.62993, acc 0.178
2017-03-18T10:00:20.864642: step 247, loss 2.68406, acc 0.146
2017-03-18T10:00:22.134560: step 248, loss 2.73755, acc 0.158
2017-03-18T10:00:23.475271: step 249, loss 2.59884, acc 0.192
2017-03-18T10:00:24.756533: step 250, loss 2.68299, acc 0.172
2017-03-18T10:00:26.067700: step 251, loss 2.63188, acc 0.196
2017-03-18T10:00:27.368877: step 252, loss 2.63592, acc 0.194
2017-03-18T10:00:28.690211: step 253, loss 2.74069, acc 0.162
2017-03-18T10:00:29.934732: step 254, loss 2.53995, acc 0.192
2017-03-18T10:00:31.228292: step 255, loss 2.673, acc 0.178
2017-03-18T10:00:32.538172: step 256, loss 2.64717, acc 0.168
2017-03-18T10:00:33.830291: step 257, loss 2.64232, acc 0.186
2017-03-18T10:00:35.132556: step 258, loss 2.77504, acc 0.14
2017-03-18T10:00:36.417521: step 259, loss 2.66582, acc 0.16
2017-03-18T10:00:37.741746: step 260, loss 2.54971, acc 0.202
2017-03-18T10:00:39.031469: step 261, loss 2.70518, acc 0.162
2017-03-18T10:00:40.302841: step 262, loss 2.58688, acc 0.18
2017-03-18T10:00:41.613953: step 263, loss 2.59481, acc 0.202
2017-03-18T10:00:42.909210: step 264, loss 2.57559, acc 0.174
2017-03-18T10:00:44.197991: step 265, loss 2.75453, acc 0.164
2017-03-18T10:00:45.430632: step 266, loss 2.53997, acc 0.2
2017-03-18T10:00:46.657174: step 267, loss 2.69203, acc 0.148
2017-03-18T10:00:47.922150: step 268, loss 2.64675, acc 0.158
2017-03-18T10:00:49.172209: step 269, loss 2.6219, acc 0.174
2017-03-18T10:00:50.425633: step 270, loss 2.6174, acc 0.176
2017-03-18T10:00:51.732143: step 271, loss 2.75456, acc 0.156
2017-03-18T10:00:53.003895: step 272, loss 2.61691, acc 0.176087
2017-03-18T10:00:54.318334: step 273, loss 2.66919, acc 0.18
2017-03-18T10:00:55.633307: step 274, loss 2.64924, acc 0.164
2017-03-18T10:00:56.956197: step 275, loss 2.6005, acc 0.19
2017-03-18T10:00:58.273358: step 276, loss 2.68478, acc 0.162
2017-03-18T10:00:59.580421: step 277, loss 2.70505, acc 0.142
2017-03-18T10:01:00.878151: step 278, loss 2.64756, acc 0.162
2017-03-18T10:01:02.186289: step 279, loss 2.68539, acc 0.172
2017-03-18T10:01:03.482651: step 280, loss 2.58392, acc 0.19
2017-03-18T10:01:04.802204: step 281, loss 2.59779, acc 0.184
2017-03-18T10:01:06.167424: step 282, loss 2.62863, acc 0.184
2017-03-18T10:01:07.455451: step 283, loss 2.58851, acc 0.174
2017-03-18T10:01:08.722014: step 284, loss 2.56482, acc 0.186
2017-03-18T10:01:09.963021: step 285, loss 2.65531, acc 0.186
2017-03-18T10:01:11.272685: step 286, loss 2.60985, acc 0.168
2017-03-18T10:01:12.556009: step 287, loss 2.56688, acc 0.172
2017-03-18T10:01:13.836980: step 288, loss 2.60111, acc 0.184
2017-03-18T10:01:15.130856: step 289, loss 2.57239, acc 0.18
2017-03-18T10:01:16.424926: step 290, loss 2.66144, acc 0.158
2017-03-18T10:01:17.700084: step 291, loss 2.57954, acc 0.172
2017-03-18T10:01:18.994126: step 292, loss 2.54289, acc 0.214
2017-03-18T10:01:20.282329: step 293, loss 2.52809, acc 0.18
2017-03-18T10:01:21.551488: step 294, loss 2.59422, acc 0.168
2017-03-18T10:01:22.841223: step 295, loss 2.58857, acc 0.184
2017-03-18T10:01:24.067432: step 296, loss 2.65167, acc 0.174
2017-03-18T10:01:25.390639: step 297, loss 2.51092, acc 0.208
2017-03-18T10:01:26.684046: step 298, loss 2.55451, acc 0.184
2017-03-18T10:01:28.048756: step 299, loss 2.50315, acc 0.2
2017-03-18T10:01:29.305636: step 300, loss 2.50169, acc 0.19
2017-03-18T10:01:34.336177: step 300, loss 1.98357, acc 0.40746
2017-03-18T10:01:35.573666: step 301, loss 2.65878, acc 0.182
2017-03-18T10:01:36.995294: step 302, loss 2.47144, acc 0.208
2017-03-18T10:01:38.266305: step 303, loss 2.50258, acc 0.188
2017-03-18T10:01:39.539587: step 304, loss 2.57617, acc 0.192
2017-03-18T10:01:40.792624: step 305, loss 2.60259, acc 0.192
2017-03-18T10:01:42.077009: step 306, loss 2.67116, acc 0.16
2017-03-18T10:01:43.342709: step 307, loss 2.62055, acc 0.152
2017-03-18T10:01:44.626252: step 308, loss 2.6191, acc 0.15
2017-03-18T10:01:45.891623: step 309, loss 2.56093, acc 0.178
2017-03-18T10:01:47.151920: step 310, loss 2.59329, acc 0.18
2017-03-18T10:01:48.468864: step 311, loss 2.51112, acc 0.212
2017-03-18T10:01:49.763168: step 312, loss 2.64829, acc 0.19
2017-03-18T10:01:51.050330: step 313, loss 2.49065, acc 0.182
2017-03-18T10:01:52.348832: step 314, loss 2.68691, acc 0.178
2017-03-18T10:01:53.597951: step 315, loss 2.58905, acc 0.192
2017-03-18T10:01:54.883197: step 316, loss 2.50715, acc 0.168
2017-03-18T10:01:56.118883: step 317, loss 2.45938, acc 0.212
2017-03-18T10:01:57.372289: step 318, loss 2.55865, acc 0.192
2017-03-18T10:01:58.705014: step 319, loss 2.50045, acc 0.208
2017-03-18T10:02:00.011804: step 320, loss 2.39533, acc 0.226
2017-03-18T10:02:01.328600: step 321, loss 2.57321, acc 0.204
2017-03-18T10:02:02.609991: step 322, loss 2.44958, acc 0.222
2017-03-18T10:02:03.912654: step 323, loss 2.44038, acc 0.232
2017-03-18T10:02:05.166566: step 324, loss 2.60262, acc 0.186
2017-03-18T10:02:06.429350: step 325, loss 2.48274, acc 0.204
2017-03-18T10:02:07.718405: step 326, loss 2.49398, acc 0.188
2017-03-18T10:02:09.037387: step 327, loss 2.54776, acc 0.19
2017-03-18T10:02:10.323498: step 328, loss 2.55042, acc 0.196
2017-03-18T10:02:11.664896: step 329, loss 2.55642, acc 0.184
2017-03-18T10:02:12.962980: step 330, loss 2.57284, acc 0.184
2017-03-18T10:02:14.259589: step 331, loss 2.54072, acc 0.182
2017-03-18T10:02:15.519094: step 332, loss 2.60695, acc 0.146
2017-03-18T10:02:16.820246: step 333, loss 2.55181, acc 0.17
2017-03-18T10:02:18.050985: step 334, loss 2.4234, acc 0.192
2017-03-18T10:02:19.234125: step 335, loss 2.52178, acc 0.216
2017-03-18T10:02:20.720237: step 336, loss 2.55776, acc 0.188
2017-03-18T10:02:22.054193: step 337, loss 2.54311, acc 0.19
2017-03-18T10:02:23.611464: step 338, loss 2.57974, acc 0.176
2017-03-18T10:02:24.888917: step 339, loss 2.45332, acc 0.208
2017-03-18T10:02:26.172652: step 340, loss 2.52286, acc 0.18
2017-03-18T10:02:27.414640: step 341, loss 2.50672, acc 0.198
2017-03-18T10:02:28.695635: step 342, loss 2.43484, acc 0.216
2017-03-18T10:02:29.970002: step 343, loss 2.441, acc 0.214
2017-03-18T10:02:31.236563: step 344, loss 2.44497, acc 0.198
2017-03-18T10:02:32.485579: step 345, loss 2.59689, acc 0.176
2017-03-18T10:02:33.768260: step 346, loss 2.47142, acc 0.21
2017-03-18T10:02:35.070709: step 347, loss 2.38505, acc 0.204
2017-03-18T10:02:36.386261: step 348, loss 2.48675, acc 0.232
2017-03-18T10:02:37.660943: step 349, loss 2.49597, acc 0.204
2017-03-18T10:02:38.928498: step 350, loss 2.47059, acc 0.222
2017-03-18T10:02:40.202898: step 351, loss 2.42249, acc 0.196
2017-03-18T10:02:41.500992: step 352, loss 2.5294, acc 0.184
2017-03-18T10:02:42.751480: step 353, loss 2.47719, acc 0.21
2017-03-18T10:02:44.035098: step 354, loss 2.52143, acc 0.218
2017-03-18T10:02:45.290313: step 355, loss 2.44748, acc 0.216
2017-03-18T10:02:46.577119: step 356, loss 2.43726, acc 0.196
2017-03-18T10:02:47.821492: step 357, loss 2.52264, acc 0.214
2017-03-18T10:02:49.073878: step 358, loss 2.45295, acc 0.23
2017-03-18T10:02:50.391462: step 359, loss 2.52322, acc 0.202
2017-03-18T10:02:51.721793: step 360, loss 2.4638, acc 0.202
2017-03-18T10:02:52.998652: step 361, loss 2.47136, acc 0.208
2017-03-18T10:02:54.286238: step 362, loss 2.38212, acc 0.206
2017-03-18T10:02:55.583591: step 363, loss 2.38541, acc 0.208
2017-03-18T10:02:56.841669: step 364, loss 2.48371, acc 0.208
2017-03-18T10:02:58.140531: step 365, loss 2.39661, acc 0.234
2017-03-18T10:02:59.365246: step 366, loss 2.51082, acc 0.198
2017-03-18T10:03:00.654157: step 367, loss 2.45381, acc 0.216
2017-03-18T10:03:01.923023: step 368, loss 2.3596, acc 0.248
2017-03-18T10:03:03.193363: step 369, loss 2.43506, acc 0.216
2017-03-18T10:03:04.498981: step 370, loss 2.47886, acc 0.218
2017-03-18T10:03:05.763075: step 371, loss 2.4745, acc 0.232
2017-03-18T10:03:07.032735: step 372, loss 2.4006, acc 0.226
2017-03-18T10:03:08.310666: step 373, loss 2.47228, acc 0.18
2017-03-18T10:03:09.643574: step 374, loss 2.37661, acc 0.228
2017-03-18T10:03:10.922509: step 375, loss 2.38604, acc 0.186
2017-03-18T10:03:12.198225: step 376, loss 2.46107, acc 0.19
2017-03-18T10:03:13.505006: step 377, loss 2.46652, acc 0.202
2017-03-18T10:03:14.765124: step 378, loss 2.38427, acc 0.242
2017-03-18T10:03:16.020718: step 379, loss 2.47607, acc 0.21
2017-03-18T10:03:17.276695: step 380, loss 2.42278, acc 0.204
2017-03-18T10:03:18.552359: step 381, loss 2.39076, acc 0.226
2017-03-18T10:03:19.823494: step 382, loss 2.32977, acc 0.238
2017-03-18T10:03:21.159207: step 383, loss 2.36906, acc 0.262
2017-03-18T10:03:22.403557: step 384, loss 2.40354, acc 0.232
2017-03-18T10:03:23.684578: step 385, loss 2.38724, acc 0.228
2017-03-18T10:03:24.923807: step 386, loss 2.36579, acc 0.252
2017-03-18T10:03:26.227920: step 387, loss 2.42214, acc 0.242
2017-03-18T10:03:27.524739: step 388, loss 2.33631, acc 0.228
2017-03-18T10:03:28.822812: step 389, loss 2.35873, acc 0.218
